Date,AMPM,Region.Label,Study.Area,Sample.Label,Area,Effort,Temperature,Weather,Start_time,End_time,Object,Distance,Comments
17/05/2022,AM,Singapore ,Changi Village,C4,8.441357,0.112,26.4,rising sun; light cloud; mostly clear,07:21,07:26,House crow,8,
17/05/2022,AM,Singapore ,Changi Village,C4,8.441357,0.112,26.4,rising sun; light cloud; mostly clear,07:21,07:26,House crow,8,
17/05/2022,AM,Singapore ,Changi Village,C4,8.441357,0.112,26.4,rising sun; light cloud; mostly clear,07:21,07:26,House crow,1,
17/05/2022,AM,Singapore ,Changi Village,C4,8.441357,0.112,26.4,rising sun; light cloud; mostly clear,07:21,07:26,Rock dove,25,
17/05/2022,AM,Singapore ,Changi Village,C4,8.441357,0.112,26.4,rising sun; light cloud; mostly clear,07:21,07:26,Rock dove,30,
17/05/2022,AM,Singapore ,Changi Village,C4,8.441357,0.112,26.4,rising sun; light cloud; mostly clear,07:21,07:26,Zebra dove,12,
17/05/2022,AM,Singapore ,Changi Village,C4,8.441357,0.112,26.4,rising sun; light cloud; mostly clear,07:21,07:26,Yellow vented bulbul,15,
17/05/2022,AM,Singapore ,Changi Village,C4,8.441357,0.112,26.4,rising sun; light cloud; mostly clear,07:21,07:26,Zebra dove,12,
17/05/2022,AM,Singapore ,Changi Village,C4,8.441357,0.112,26.4,rising sun; light cloud; mostly clear,07:21,07:26,Asian Koel,20,
17/05/2022,AM,Singapore ,Changi Village,C4,8.441357,0.112,26.4,rising sun; light cloud; mostly clear,07:21,07:26,Asian Koel,20,
17/05/2022,AM,Singapore ,Changi Village,C4,8.441357,0.112,26.4,rising sun; light cloud; mostly clear,07:21,07:26,Asian glossy starling,15,
17/05/2022,AM,Singapore ,Changi Village,C5,8.441357,0.126,26.4,rising sun; light cloud; mostly clear,07:28,07:33,Tanimbar corella,5,
17/05/2022,AM,Singapore ,Changi Village,C5,8.441357,0.126,26.4,rising sun; light cloud; mostly clear,07:28,07:33,Red-breasted parakeet,10,
17/05/2022,AM,Singapore ,Changi Village,C5,8.441357,0.126,26.4,rising sun; light cloud; mostly clear,07:28,07:33,Red-breasted parakeet,5,
17/05/2022,AM,Singapore ,Changi Village,C5,8.441357,0.126,26.4,rising sun; light cloud; mostly clear,07:28,07:33,Red-breasted parakeet,5,
17/05/2022,AM,Singapore ,Changi Village,C5,8.441357,0.126,26.4,rising sun; light cloud; mostly clear,07:28,07:33,Collared Kingfisher,15,
17/05/2022,AM,Singapore ,Changi Village,C5,8.441357,0.126,26.4,rising sun; light cloud; mostly clear,07:28,07:33,House crow,15,
17/05/2022,AM,Singapore ,Changi Village,C5,8.441357,0.126,26.4,rising sun; light cloud; mostly clear,07:28,07:33,Rock dove,20,
17/05/2022,AM,Singapore ,Changi Village,C5,8.441357,0.126,26.4,rising sun; light cloud; mostly clear,07:28,07:33,Collared Kingfisher,25,
17/05/2022,AM,Singapore ,Changi Village,C5,8.441357,0.126,26.4,rising sun; light cloud; mostly clear,07:28,07:33,Oriental pied hornbill,20,
17/05/2022,AM,Singapore ,Changi Village,C5,8.441357,0.126,26.4,rising sun; light cloud; mostly clear,07:28,07:33,House crow,20,
17/05/2022,AM,Singapore ,Changi Village,C5,8.441357,0.126,26.4,rising sun; light cloud; mostly clear,07:28,07:33,Collared Kingfisher,15,
17/05/2022,AM,Singapore ,Changi Village,C5,8.441357,0.126,26.4,rising sun; light cloud; mostly clear,07:28,07:33,Javan myna,30,
17/05/2022,AM,Singapore ,Changi Village,C5,8.441357,0.126,26.4,rising sun; light cloud; mostly clear,07:28,07:33,Javan myna,30,
17/05/2022,AM,Singapore ,Changi Village,C5,8.441357,0.126,26.4,rising sun; light cloud; mostly clear,07:28,07:33,Javan myna,30,
17/05/2022,AM,Singapore ,Changi Village,C5,8.441357,0.126,26.4,rising sun; light cloud; mostly clear,07:28,07:33,Javan myna,8,
17/05/2022,AM,Singapore ,Changi Village,C5,8.441357,0.126,26.4,rising sun; light cloud; mostly clear,07:28,07:33,Javan myna,10,
17/05/2022,AM,Singapore ,Changi Village,C5,8.441357,0.126,26.4,rising sun; light cloud; mostly clear,07:28,07:33,Red-breasted parakeet,25,
17/05/2022,AM,Singapore ,Changi Village,C5,8.441357,0.126,26.4,rising sun; light cloud; mostly clear,07:28,07:33,Red-breasted parakeet,25,
17/05/2022,PM,Singapore ,Changi Village,C1,8.441357,0.102,31.9,clear;hot;humid,16:43,16:47,Tanimbar corella,35,Construction; road works
17/05/2022,PM,Singapore ,Changi Village,C1,8.441357,0.102,31.9,clear;hot;humid,16:43,16:47,Tanimbar corella,30,Construction; road works
17/05/2022,PM,Singapore ,Changi Village,C1,8.441357,0.102,31.9,clear;hot;humid,16:43,16:47,Tanimbar corella,35,Construction; road works
17/05/2022,PM,Singapore ,Changi Village,C1,8.441357,0.102,31.9,clear;hot;humid,16:43,16:47,Javan myna,1,Construction; road works
17/05/2022,PM,Singapore ,Changi Village,C1,8.441357,0.102,31.9,clear;hot;humid,16:43,16:47,Javan myna,2,Construction; road works
17/05/2022,PM,Singapore ,Changi Village,C1,8.441357,0.102,31.9,clear;hot;humid,16:43,16:47,Javan myna,10,Construction; road works
17/05/2022,PM,Singapore ,Changi Village,C1,8.441357,0.102,31.9,clear;hot;humid,16:43,16:47,Javan myna,30,Construction; road works
17/05/2022,PM,Singapore ,Changi Village,C1,8.441357,0.102,31.9,clear;hot;humid,16:43,16:47,Javan myna,10,Construction; road works
17/05/2022,PM,Singapore ,Changi Village,C1,8.441357,0.102,31.9,clear;hot;humid,16:43,16:47,Javan myna,5,Construction; road works
17/05/2022,PM,Singapore ,Changi Village,C1,8.441357,0.102,31.9,clear;hot;humid,16:43,16:47,Javan myna,5,Construction; road works
17/05/2022,PM,Singapore ,Changi Village,C1,8.441357,0.102,31.9,clear;hot;humid,16:43,16:47,Javan myna,5,Construction; road works
17/05/2022,PM,Singapore ,Changi Village,C1,8.441357,0.102,31.9,clear;hot;humid,16:43,16:47,Javan myna,10,Construction; road works
17/05/2022,PM,Singapore ,Changi Village,C1,8.441357,0.102,31.9,clear;hot;humid,16:43,16:47,Javan myna,10,Construction; road works
17/05/2022,PM,Singapore ,Changi Village,C1,8.441357,0.102,31.9,clear;hot;humid,16:43,16:47,Rock dove,5,Construction; road works
17/05/2022,PM,Singapore ,Changi Village,C1,8.441357,0.102,31.9,clear;hot;humid,16:43,16:47,Rock dove,5,Construction; road works
17/05/2022,PM,Singapore ,Changi Village,C1,8.441357,0.102,31.9,clear;hot;humid,16:43,16:47,Asian glossy starling,25,Construction; road works
17/05/2022,PM,Singapore ,Changi Village,C1,8.441357,0.102,31.9,clear;hot;humid,16:43,16:47,Common iora,15,Construction; road works
17/05/2022,PM,Singapore ,Changi Village,C1,8.441357,0.102,31.9,clear;hot;humid,16:43,16:47,Red-breasted parakeet,35,Construction; road works
17/05/2022,PM,Singapore ,Changi Village,C1,8.441357,0.102,31.9,clear;hot;humid,16:43,16:47,Red-breasted parakeet,30,Construction; road works
17/05/2022,PM,Singapore ,Changi Village,C1,8.441357,0.102,31.9,clear;hot;humid,16:43,16:47,Brahminy kite,40,Construction; road works
17/05/2022,PM,Singapore ,Changi Village,C2,8.441357,0.099,31.9,clear;hot;humid,16:48,16:53,Javan myna,20,Heavy traffic; loud music
17/05/2022,PM,Singapore ,Changi Village,C2,8.441357,0.099,31.9,clear;hot;humid,16:48,16:53,Javan myna,20,Heavy traffic; loud music
17/05/2022,PM,Singapore ,Changi Village,C2,8.441357,0.099,31.9,clear;hot;humid,16:48,16:53,Javan myna,20,Heavy traffic; loud music
17/05/2022,PM,Singapore ,Changi Village,C2,8.441357,0.099,31.9,clear;hot;humid,16:48,16:53,Javan myna,5,Heavy traffic; loud music
17/05/2022,PM,Singapore ,Changi Village,C2,8.441357,0.099,31.9,clear;hot;humid,16:48,16:53,Javan myna,10,Heavy traffic; loud music
17/05/2022,PM,Singapore ,Changi Village,C2,8.441357,0.099,31.9,clear;hot;humid,16:48,16:53,Javan myna,5,Heavy traffic; loud music
17/05/2022,PM,Singapore ,Changi Village,C2,8.441357,0.099,31.9,clear;hot;humid,16:48,16:53,Javan myna,5,Heavy traffic; loud music
17/05/2022,PM,Singapore ,Changi Village,C2,8.441357,0.099,31.9,clear;hot;humid,16:48,16:53,Zebra dove,2,Heavy traffic; loud music
17/05/2022,PM,Singapore ,Changi Village,C2,8.441357,0.099,31.9,clear;hot;humid,16:48,16:53,Zebra dove,2,Heavy traffic; loud music
17/05/2022,PM,Singapore ,Changi Village,C2,8.441357,0.099,31.9,clear;hot;humid,16:48,16:53,Yellow vented bulbul,10,Heavy traffic; loud music
17/05/2022,PM,Singapore ,Changi Village,C2,8.441357,0.099,31.9,clear;hot;humid,16:48,16:53,Yellow vented bulbul,10,Heavy traffic; loud music
17/05/2022,PM,Singapore ,Changi Village,C2,8.441357,0.099,31.9,clear;hot;humid,16:48,16:53,Yellow vented bulbul,20,Heavy traffic; loud music
17/05/2022,PM,Singapore ,Changi Village,C2,8.441357,0.099,31.9,clear;hot;humid,16:48,16:53,Oriental magpie robin,30,Heavy traffic; loud music
17/05/2022,PM,Singapore ,Changi Village,C2,8.441357,0.099,31.9,clear;hot;humid,16:48,16:53,Oriental magpie robin,10,Heavy traffic; loud music
17/05/2022,PM,Singapore ,Changi Village,C2,8.441357,0.099,31.9,clear;hot;humid,16:48,16:53,Common myna,10,Heavy traffic; loud music
17/05/2022,PM,Singapore ,Changi Village,C2,8.441357,0.099,31.9,clear;hot;humid,16:48,16:53,Common myna,10,Heavy traffic; loud music
17/05/2022,PM,Singapore ,Changi Village,C2,8.441357,0.099,31.9,clear;hot;humid,16:48,16:53,Red-breasted parakeet,30,Heavy traffic; loud music
17/05/2022,PM,Singapore ,Changi Village,C2,8.441357,0.099,31.9,clear;hot;humid,16:48,16:53,Red-breasted parakeet,35,Heavy traffic; loud music
17/05/2022,PM,Singapore ,Changi Village,C2,8.441357,0.099,31.9,clear;hot;humid,16:48,16:53,Red-breasted parakeet,10,Heavy traffic; loud music
17/05/2022,PM,Singapore ,Changi Village,C2,8.441357,0.099,31.9,clear;hot;humid,16:48,16:53,House sparrow,20,Heavy traffic; loud music
17/05/2022,PM,Singapore ,Changi Village,C2,8.441357,0.099,31.9,clear;hot;humid,16:48,16:53,Collared Kingfisher,25,Heavy traffic; loud music
17/05/2022,PM,Singapore ,Changi Village,C2,8.441357,0.099,31.9,clear;hot;humid,16:48,16:53,Collared Kingfisher,30,Heavy traffic; loud music
17/05/2022,PM,Singapore ,Changi Village,C2,8.441357,0.099,31.9,clear;hot;humid,16:48,16:53,House crow,15,Heavy traffic; loud music
17/05/2022,PM,Singapore ,Changi Village,C2,8.441357,0.099,31.9,clear;hot;humid,16:48,16:53,Rock dove,15,Heavy traffic; loud music
17/05/2022,PM,Singapore ,Changi Village,C3,8.441357,0.141,31.9,clear;hot;humid,16:54,16:59,Javan myna,35,Moderate traffic; high footfall
17/05/2022,PM,Singapore ,Changi Village,C3,8.441357,0.141,31.9,clear;hot;humid,16:54,16:59,Javan myna,35,Moderate traffic; high footfall
17/05/2022,PM,Singapore ,Changi Village,C3,8.441357,0.141,31.9,clear;hot;humid,16:54,16:59,Javan myna,15,Moderate traffic; high footfall
17/05/2022,PM,Singapore ,Changi Village,C3,8.441357,0.141,31.9,clear;hot;humid,16:54,16:59,Javan myna,10,Moderate traffic; high footfall
17/05/2022,PM,Singapore ,Changi Village,C3,8.441357,0.141,31.9,clear;hot;humid,16:54,16:59,Javan myna,20,Moderate traffic; high footfall
17/05/2022,PM,Singapore ,Changi Village,C3,8.441357,0.141,31.9,clear;hot;humid,16:54,16:59,Javan myna,25,Moderate traffic; high footfall
17/05/2022,PM,Singapore ,Changi Village,C3,8.441357,0.141,31.9,clear;hot;humid,16:54,16:59,Javan myna,20,Moderate traffic; high footfall
17/05/2022,PM,Singapore ,Changi Village,C3,8.441357,0.141,31.9,clear;hot;humid,16:54,16:59,Common myna,5,Moderate traffic; high footfall
17/05/2022,PM,Singapore ,Changi Village,C3,8.441357,0.141,31.9,clear;hot;humid,16:54,16:59,Red-breasted parakeet,15,Moderate traffic; high footfall
17/05/2022,PM,Singapore ,Changi Village,C3,8.441357,0.141,31.9,clear;hot;humid,16:54,16:59,Red-breasted parakeet,15,Moderate traffic; high footfall
17/05/2022,PM,Singapore ,Changi Village,C3,8.441357,0.141,31.9,clear;hot;humid,16:54,16:59,Red-breasted parakeet,25,Moderate traffic; high footfall
17/05/2022,PM,Singapore ,Changi Village,C3,8.441357,0.141,31.9,clear;hot;humid,16:54,16:59,Red-breasted parakeet,25,Moderate traffic; high footfall
17/05/2022,PM,Singapore ,Changi Village,C3,8.441357,0.141,31.9,clear;hot;humid,16:54,16:59,Red-breasted parakeet,10,Moderate traffic; high footfall
17/05/2022,PM,Singapore ,Changi Village,C3,8.441357,0.141,31.9,clear;hot;humid,16:54,16:59,Red-breasted parakeet,20,Moderate traffic; high footfall
17/05/2022,PM,Singapore ,Changi Village,C3,8.441357,0.141,31.9,clear;hot;humid,16:54,16:59,Red-breasted parakeet,2,Moderate traffic; high footfall
17/05/2022,PM,Singapore ,Changi Village,C3,8.441357,0.141,31.9,clear;hot;humid,16:54,16:59,Oriental magpie robin,25,Moderate traffic; high footfall
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,House crow,35,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,House crow,35,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,House crow,35,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,House crow,35,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,Red-breasted parakeet,20,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,Red-breasted parakeet,30,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,Red-breasted parakeet,25,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,Red-breasted parakeet,15,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,Red-breasted parakeet,15,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,Red-breasted parakeet,15,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,Red-breasted parakeet,35,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,Javan myna,25,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,Javan myna,30,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,Javan myna,35,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,Javan myna,30,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,Javan myna,25,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,Javan myna,25,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,Javan myna,45,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,Javan myna,45,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,Javan myna,45,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,Rock dove,35,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,Rock dove,20,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,Tanimbar corella,35,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,Tanimbar corella,30,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,Tanimbar corella,30,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,Asian glossy starling,40,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,Asian glossy starling,35,
17/05/2022,PM,Singapore ,Changi Village,C4,8.441357,0.112,31.9,clear;hot;humid,17:00,17:05,Asian glossy starling,40,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,Javan myna,5,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,Javan myna,5,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,Javan myna,5,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,Javan myna,5,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,Red-breasted parakeet,10,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,Red-breasted parakeet,45,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,Red-breasted parakeet,45,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,Red-breasted parakeet,45,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,Red-breasted parakeet,40,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,Red-breasted parakeet,40,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,Red-breasted parakeet,40,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,Red-breasted parakeet,40,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,Red-breasted parakeet,40,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,Red-breasted parakeet,40,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,Red-breasted parakeet,40,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,Red-breasted parakeet,40,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,House crow,15,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,House crow,15,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,House crow,30,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,House crow,45,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,Rock dove,5,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,Rock dove,10,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,Yellow crested cockatoo,20,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,Oriental pied hornbill,40,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,Common myna,10,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,Common myna,10,
17/05/2022,PM,Singapore ,Changi Village,C5,8.441357,0.126,31.9,clear;hot;humid,17:06,17:12,Common myna,10,
18/05/2022,AM,Singapore ,Changi Village,C1,8.441357,0.102,27.7,clear;hot;humid,07:19,07:24,Javan myna,5,
18/05/2022,AM,Singapore ,Changi Village,C1,8.441357,0.102,27.7,clear;hot;humid,07:19,07:24,Javan myna,15,
